id,user_id,item_id,timestamp,action,correct,response_text,time_taken
int_325,user_14,content_34,2025-10-19T16:35:43.327946,view,1,Student answer text here,285.34
int_326,user_14,content_53,2025-10-18T16:35:43.329111,attempt,0,Partial response,148.52
int_327,user_14,content_13,2025-10-25T16:35:43.329145,view,1,Student answer text here,241.67
int_328,user_14,content_33,2025-10-19T16:35:43.329157,view,0,Partial response,211.99
int_329,user_15,content_16,2025-10-26T16:35:43.329172,view,0,Partial response,299.14
int_330,user_15,content_50,2025-10-23T16:35:43.329183,complete,1,Student answer text here,136.69
int_331,user_15,content_38,2025-10-20T16:35:43.329193,view,0,Partial response,228.97
int_332,user_15,content_5,2025-10-20T16:35:43.329204,attempt,0,Partial response,226.06
int_333,user_15,content_36,2025-10-23T16:35:43.329220,attempt,1,Student answer text here,91.1
int_334,user_15,content_13,2025-10-22T16:35:43.329231,complete,1,Student answer text here,31.26
int_335,user_15,content_12,2025-10-20T16:35:43.329242,view,1,Student answer text here,180.83
int_336,user_15,content_33,2025-10-23T16:35:43.329251,view,1,Student answer text here,246.79
int_337,user_15,content_17,2025-10-21T16:35:43.329262,attempt,1,Student answer text here,182.06
int_338,user_15,content_50,2025-10-23T16:35:43.329272,attempt,0,Partial response,214.03
int_339,user_15,content_58,2025-10-21T16:35:43.329286,view,0,Partial response,99.61
int_340,user_15,content_25,2025-10-18T16:35:43.329295,complete,0,Partial response,92.08
int_341,user_15,content_21,2025-10-23T16:35:43.329305,complete,1,Student answer text here,174.63
int_342,user_15,content_45,2025-10-25T16:35:43.329316,attempt,1,Student answer text here,55.11
int_343,user_15,content_44,2025-10-27T16:35:43.329326,complete,1,Student answer text here,281.48
int_344,user_15,content_31,2025-10-23T16:35:43.329336,view,1,Student answer text here,271.47
int_345,user_15,content_18,2025-10-18T16:35:43.329346,view,0,Partial response,164.73
int_346,user_15,content_13,2025-10-25T16:35:43.329356,attempt,0,Partial response,85.83
int_347,user_15,content_13,2025-10-19T16:35:43.329366,attempt,0,Partial response,72.12
int_348,user_15,content_7,2025-10-27T16:35:43.329376,complete,0,Partial response,288.06
int_349,user_15,content_32,2025-10-20T16:35:43.329385,view,0,Partial response,258.96
int_350,user_15,content_24,2025-10-21T16:35:43.329395,complete,1,Student answer text here,264.57
int_351,user_15,content_32,2025-10-20T16:35:43.329405,attempt,0,Partial response,137.43
int_352,user_15,content_49,2025-10-28T16:35:43.329419,complete,0,Partial response,245.8
int_353,user_15,content_31,2025-10-20T16:35:43.329430,attempt,0,Partial response,136.3
int_354,user_15,content_44,2025-10-21T16:35:43.329442,view,0,Partial response,218.53
int_355,user_16,content_21,2025-10-28T16:35:43.329455,complete,0,Partial response,86.9
int_356,user_16,content_38,2025-10-23T16:35:43.329466,attempt,0,Partial response,195.45
int_357,user_16,content_17,2025-10-20T16:35:43.329475,attempt,0,Partial response,94.03
int_358,user_16,content_31,2025-10-23T16:35:43.329485,view,1,Student answer text here,164.67
int_359,user_16,content_14,2025-10-23T16:35:43.329495,attempt,1,Student answer text here,260.67
int_360,user_16,content_18,2025-10-26T16:35:43.329504,complete,1,Student answer text here,65.41
int_361,user_16,content_37,2025-10-27T16:35:43.329514,complete,0,Partial response,102.89
int_362,user_16,content_16,2025-10-22T16:35:43.329525,view,1,Student answer text here,69.38
int_363,user_16,content_48,2025-10-21T16:35:43.329535,view,0,Partial response,77.68
int_364,user_16,content_32,2025-10-18T16:35:43.329547,complete,0,Partial response,174.18
int_365,user_16,content_21,2025-10-24T16:35:43.329557,attempt,1,Student answer text here,181.78
int_366,user_16,content_37,2025-10-22T16:35:43.329569,view,0,Partial response,216.45
int_367,user_16,content_4,2025-10-24T16:35:43.329581,attempt,0,Partial response,256.52
int_368,user_16,content_7,2025-10-23T16:35:43.329593,attempt,1,Student answer text here,127.46
int_369,user_16,content_36,2025-10-23T16:35:43.329605,view,1,Student answer text here,141.18
int_370,user_16,content_23,2025-10-19T16:35:43.329629,complete,0,Partial response,205.46
int_371,user_16,content_35,2025-10-24T16:35:43.329640,attempt,0,Partial response,117.77
int_372,user_16,content_33,2025-10-21T16:35:43.329656,view,1,Student answer text here,132.89
int_373,user_16,content_19,2025-10-18T16:35:43.329667,view,1,Student answer text here,264.43
int_374,user_16,content_41,2025-10-22T16:35:43.329682,complete,1,Student answer text here,195.32
int_375,user_16,content_26,2025-10-27T16:35:43.329693,view,0,Partial response,122.78
int_376,user_16,content_21,2025-10-18T16:35:43.329706,attempt,1,Student answer text here,221.82
int_377,user_16,content_39,2025-10-24T16:35:43.329716,attempt,1,Student answer text here,240.86
int_378,user_16,content_24,2025-10-22T16:35:43.329747,view,1,Student answer text here,79.65
int_379,user_16,content_2,2025-10-25T16:35:43.329759,complete,0,Partial response,97.94
int_380,user_16,content_48,2025-10-25T16:35:43.329768,view,0,Partial response,137.2
int_381,user_16,content_7,2025-10-21T16:35:43.329777,complete,0,Partial response,44.53
int_382,user_16,content_50,2025-10-20T16:35:43.329787,view,1,Student answer text here,58.06
int_383,user_16,content_40,2025-10-27T16:35:43.329797,complete,0,Partial response,281.53
int_384,user_17,content_20,2025-10-25T16:35:43.329810,complete,0,Partial response,106.73
int_385,user_17,content_41,2025-10-26T16:35:43.329818,complete,0,Partial response,256.4
int_386,user_17,content_2,2025-10-18T16:35:43.329828,attempt,0,Partial response,262.3
int_387,user_17,content_21,2025-10-21T16:35:43.329838,complete,1,Student answer text here,282.41
int_388,user_17,content_36,2025-10-26T16:35:43.329847,complete,1,Student answer text here,175.61
int_389,user_17,content_38,2025-10-18T16:35:43.329858,complete,1,Student answer text here,201.68
int_390,user_17,content_37,2025-10-20T16:35:43.329867,complete,1,Student answer text here,202.67
int_391,user_17,content_20,2025-10-21T16:35:43.329882,complete,1,Student answer text here,91.32
int_392,user_17,content_6,2025-10-24T16:35:43.329893,attempt,1,Student answer text here,141.3
int_393,user_17,content_10,2025-10-28T16:35:43.329903,view,1,Student answer text here,171.3
int_394,user_17,content_49,2025-10-23T16:35:43.329913,attempt,0,Partial response,156.68
int_395,user_17,content_1,2025-10-21T16:35:43.330103,attempt,1,Student answer text here,32.47
int_396,user_17,content_28,2025-10-19T16:35:43.330119,view,1,Student answer text here,245.13
int_397,user_17,content_36,2025-10-25T16:35:43.330130,attempt,1,Student answer text here,268.18
int_398,user_17,content_28,2025-10-25T16:35:43.330139,view,1,Student answer text here,223.03
int_399,user_17,content_42,2025-10-22T16:35:43.330152,view,1,Student answer text here,101.0
int_400,user_17,content_28,2025-10-20T16:35:43.330161,complete,0,Partial response,248.05
int_401,user_17,content_44,2025-10-24T16:35:43.330171,complete,1,Student answer text here,230.59
int_402,user_17,content_52,2025-10-22T16:35:43.330182,view,1,Student answer text here,260.44
int_403,user_17,content_12,2025-10-24T16:35:43.330200,view,0,Partial response,201.96
int_404,user_17,content_40,2025-10-24T16:35:43.330210,complete,1,Student answer text here,198.14
int_405,user_17,content_13,2025-10-28T16:35:43.330219,view,1,Student answer text here,43.4
int_406,user_17,content_35,2025-10-26T16:35:43.330229,view,0,Partial response,106.17
int_407,user_17,content_9,2025-10-28T16:35:43.330239,view,1,Student answer text here,54.35
int_408,user_17,content_1,2025-10-25T16:35:43.330249,attempt,1,Student answer text here,143.47
int_409,user_17,content_51,2025-10-23T16:35:43.330258,attempt,1,Student answer text here,218.17
int_410,user_17,content_3,2025-10-27T16:35:43.330268,view,1,Student answer text here,45.13
int_411,user_18,content_5,2025-10-26T16:35:43.330285,view,1,Student answer text here,271.84
int_412,user_18,content_17,2025-10-28T16:35:43.330295,view,1,Student answer text here,293.14
int_413,user_18,content_46,2025-10-22T16:35:43.330305,attempt,0,Partial response,96.73
int_414,user_18,content_3,2025-10-21T16:35:43.330315,complete,0,Partial response,238.17
int_415,user_18,content_34,2025-10-21T16:35:43.330325,attempt,0,Partial response,213.99
int_416,user_18,content_20,2025-10-26T16:35:43.330335,complete,1,Student answer text here,226.62
int_417,user_18,content_48,2025-10-24T16:35:43.330344,attempt,0,Partial response,202.4
int_418,user_18,content_13,2025-10-28T16:35:43.330354,complete,1,Student answer text here,88.8
int_419,user_18,content_8,2025-10-18T16:35:43.330364,attempt,0,Partial response,117.62
int_420,user_18,content_11,2025-10-19T16:35:43.330374,view,1,Student answer text here,136.87
int_421,user_18,content_16,2025-10-28T16:35:43.330384,complete,0,Partial response,241.54
int_422,user_18,content_31,2025-10-23T16:35:43.330393,view,0,Partial response,97.16
int_423,user_18,content_32,2025-10-18T16:35:43.330403,complete,0,Partial response,121.37
int_424,user_18,content_49,2025-10-28T16:35:43.330413,attempt,0,Partial response,204.04
int_425,user_18,content_45,2025-10-26T16:35:43.330423,attempt,0,Partial response,92.82
int_426,user_18,content_36,2025-10-21T16:35:43.330432,complete,1,Student answer text here,82.1
int_427,user_18,content_45,2025-10-23T16:35:43.330447,complete,1,Student answer text here,66.38
int_428,user_18,content_58,2025-10-21T16:35:43.330461,complete,0,Partial response,148.13
int_429,user_18,content_19,2025-10-25T16:35:43.330472,complete,1,Student answer text here,80.39
int_430,user_18,content_23,2025-10-21T16:35:43.330485,attempt,1,Student answer text here,264.27
int_431,user_18,content_39,2025-10-27T16:35:43.330494,complete,0,Partial response,71.86
int_432,user_18,content_19,2025-10-20T16:35:43.330504,attempt,1,Student answer text here,152.6
int_433,user_18,content_50,2025-10-26T16:35:43.330514,view,1,Student answer text here,197.33
int_434,user_18,content_24,2025-10-23T16:35:43.330524,complete,0,Partial response,47.1
int_435,user_18,content_35,2025-10-25T16:35:43.330534,complete,1,Student answer text here,214.47
int_436,user_18,content_50,2025-10-19T16:35:43.330543,attempt,0,Partial response,117.1
int_437,user_18,content_42,2025-10-27T16:35:43.330551,view,1,Student answer text here,171.26
int_438,user_19,content_3,2025-10-26T16:35:43.330564,view,0,Partial response,84.56
int_439,user_19,content_32,2025-10-27T16:35:43.330573,view,0,Partial response,184.17
int_440,user_19,content_54,2025-10-18T16:35:43.330583,attempt,1,Student answer text here,171.97
int_441,user_19,content_45,2025-10-28T16:35:43.330593,attempt,1,Student answer text here,89.6
int_442,user_19,content_46,2025-10-28T16:35:43.330602,view,0,Partial response,207.05
int_443,user_19,content_60,2025-10-21T16:35:43.330612,complete,0,Partial response,46.39
int_444,user_19,content_36,2025-10-23T16:35:43.330634,complete,1,Student answer text here,45.74
int_445,user_19,content_40,2025-10-20T16:35:43.330644,view,1,Student answer text here,228.26
int_446,user_19,content_54,2025-10-27T16:35:43.330654,view,1,Student answer text here,289.36
int_447,user_19,content_7,2025-10-25T16:35:43.330664,complete,0,Partial response,134.04
int_448,user_19,content_13,2025-10-19T16:35:43.330674,complete,0,Partial response,285.83
int_449,user_19,content_36,2025-10-27T16:35:43.330684,complete,1,Student answer text here,185.67
int_450,user_19,content_44,2025-10-18T16:35:43.330701,attempt,1,Student answer text here,268.36
int_451,user_19,content_11,2025-10-20T16:35:43.330711,attempt,0,Partial response,166.27
int_452,user_19,content_43,2025-10-20T16:35:43.330722,complete,0,Partial response,149.61
int_453,user_19,content_23,2025-10-20T16:35:43.330750,attempt,1,Student answer text here,258.11
int_454,user_19,content_27,2025-10-23T16:35:43.330761,complete,1,Student answer text here,95.0
int_455,user_20,content_25,2025-10-23T16:35:43.330774,attempt,1,Student answer text here,150.82
int_456,user_20,content_26,2025-10-28T16:35:43.330785,attempt,0,Partial response,190.86
int_457,user_20,content_34,2025-10-24T16:35:43.330795,view,0,Partial response,111.09
int_458,user_20,content_15,2025-10-23T16:35:43.330806,view,0,Partial response,238.31
int_459,user_20,content_45,2025-10-20T16:35:43.330816,complete,1,Student answer text here,180.21
int_460,user_20,content_60,2025-10-27T16:35:43.330825,view,0,Partial response,154.3
int_461,user_20,content_10,2025-10-24T16:35:43.330835,attempt,0,Partial response,270.2
int_462,user_20,content_16,2025-10-24T16:35:43.330845,attempt,0,Partial response,54.81
int_463,user_20,content_26,2025-10-27T16:35:43.330855,complete,0,Partial response,117.67
int_464,user_20,content_31,2025-10-21T16:35:43.330865,complete,0,Partial response,219.77
int_465,user_20,content_53,2025-10-19T16:35:43.330876,complete,0,Partial response,111.11
int_466,user_20,content_47,2025-10-27T16:35:43.330888,view,1,Student answer text here,278.91
int_467,user_20,content_22,2025-10-22T16:35:43.330904,attempt,1,Student answer text here,281.17
int_468,user_20,content_8,2025-10-18T16:35:43.330915,complete,0,Partial response,280.74
int_469,user_20,content_41,2025-10-28T16:35:43.330934,attempt,1,Student answer text here,171.58
int_470,user_20,content_21,2025-10-23T16:35:43.330945,complete,0,Partial response,218.4
int_471,user_20,content_10,2025-10-18T16:35:43.330954,complete,0,Partial response,299.29
int_472,user_20,content_29,2025-10-25T16:35:43.330964,attempt,0,Partial response,108.24
int_473,user_20,content_26,2025-10-26T16:35:43.330974,attempt,0,Partial response,52.29
int_474,user_20,content_37,2025-10-20T16:35:43.330984,attempt,0,Partial response,100.89
int_475,user_20,content_26,2025-10-26T16:35:43.330993,view,1,Student answer text here,159.85
int_476,user_21,content_32,2025-10-18T16:35:43.331005,complete,1,Student answer text here,82.95
int_477,user_21,content_40,2025-10-25T16:35:43.331016,view,0,Partial response,101.89
int_478,user_21,content_28,2025-10-18T16:35:43.331026,complete,1,Student answer text here,54.19
int_479,user_21,content_43,2025-10-22T16:35:43.331043,attempt,1,Student answer text here,124.04
int_480,user_21,content_21,2025-10-19T16:35:43.331052,complete,1,Student answer text here,36.54
int_481,user_21,content_20,2025-10-23T16:35:43.331062,complete,0,Partial response,251.83
int_482,user_21,content_52,2025-10-19T16:35:43.331071,view,1,Student answer text here,148.93
int_483,user_21,content_60,2025-10-25T16:35:43.331081,complete,0,Partial response,130.93
int_484,user_21,content_49,2025-10-27T16:35:43.331090,complete,0,Partial response,44.73
int_485,user_21,content_40,2025-10-24T16:35:43.331100,view,0,Partial response,122.68
int_486,user_21,content_52,2025-10-24T16:35:43.331110,attempt,0,Partial response,157.22
int_487,user_21,content_22,2025-10-20T16:35:43.331119,view,0,Partial response,85.03
int_488,user_21,content_34,2025-10-20T16:35:43.331129,attempt,1,Student answer text here,198.22
int_489,user_21,content_10,2025-10-22T16:35:43.331143,complete,0,Partial response,274.63
int_490,user_21,content_34,2025-10-24T16:35:43.331153,view,0,Partial response,46.23
int_491,user_21,content_13,2025-10-28T16:35:43.331163,attempt,1,Student answer text here,206.78
int_492,user_21,content_1,2025-10-22T16:35:43.331173,complete,0,Partial response,103.25
int_493,user_21,content_55,2025-10-27T16:35:43.331184,view,1,Student answer text here,108.97
int_494,user_21,content_57,2025-10-25T16:35:43.331194,attempt,1,Student answer text here,167.31
int_495,user_21,content_46,2025-10-23T16:35:43.331204,attempt,0,Partial response,264.03
int_496,user_21,content_35,2025-10-26T16:35:43.331214,view,0,Partial response,165.18
int_497,user_22,content_36,2025-10-28T16:35:43.331227,view,0,Partial response,279.01
int_498,user_22,content_20,2025-10-21T16:35:43.331236,attempt,1,Student answer text here,230.99
int_499,user_22,content_2,2025-10-18T16:35:43.331246,attempt,1,Student answer text here,125.95
